0.000000	0.000000
0.000003	-0.000066
0.000010	0.000093
0.000018	-0.000139
0.000019	0.000134
0.000032	0.000186
0.000049	-0.000222
0.000057	0.000248
0.000062	-0.000245
0.000067	-0.000254
0.000128	-0.000347
0.000129	0.000388
0.000229	-0.000461
0.000244	0.000549
0.000244	0.000550
0.000394	-0.000593
0.000464	-0.000652
0.000526	0.000853
0.000621	-0.000744
0.000853	-0.000881
0.000860	0.001141
0.000920	0.001191
0.001136	-0.000996
0.001313	0.001458
0.001643	-0.001203
0.001742	0.001748
0.001757	0.001757
0.001913	-0.001311
0.002132	-0.001362
0.002611	-0.001471
0.002799	0.002258
0.003027	-0.001567
0.003050	0.002353
0.003075	-0.001570
0.003541	-0.001606
0.004447	0.002875
0.006708	0.003691
0.006932	0.003772
0.007392	-0.001901
0.010497	0.004929
0.010648	0.004977
0.011343	-0.002203
0.012532	-0.002294
0.015248	-0.002237
0.016236	0.006504
0.024614	0.008578
0.029651	0.009662
0.030929	-0.001911
0.046582	0.013300
0.050580	-0.001501
0.060651	0.015713
0.062274	-0.000825
0.122928	0.026396
0.124921	0.002795
0.126449	0.027000
0.185553	0.034780
0.202386	0.007272
0.219020	0.039186
0.240327	0.009596
0.248290	0.042264
0.250204	0.010192
0.267908	0.044327
0.316210	0.014171
0.316877	0.048624
0.374261	0.052209
0.392104	0.018586
0.415010	0.054755
0.468012	0.022760
0.500516	0.057350
0.500807	0.024314
0.513287	0.057737
0.582553	0.058071
0.619887	0.029954
0.626170	0.030152
0.626869	0.057010
0.710049	0.055021
0.716338	0.033003
0.724761	0.054112
0.751618	0.032417
0.753021	0.051053
0.771970	0.032078
0.807960	0.045106
0.829853	0.041667
0.859820	0.025159
0.876613	0.022542
0.877779	0.031778
0.915188	0.024060
0.938607	0.012880
0.947007	0.011572
1.000000	0.000000
