84.473907	-12.767462	-8.022505
84.829407	-11.144782	-8.364746
85.184906	-9.522104	-8.706988
85.540436	-7.899425	-9.049231
85.762482	-15.669312	-7.347674
85.895905	-6.276746	-9.391472
86.749725	-5.341828	-9.476083
87.051056	-18.571159	-6.672843
87.603516	-4.406911	-9.560693
88.33963	-21.473007	-5.998013
88.457306	-3.471995	-9.645304
89.311127	-2.537077	-9.729915
89.628204	-24.374855	-5.323182
94.77182	-29.911469	-5.55686
98.05011	-34.063931	-5.590661
99.915436	-35.448086	-5.790538
101.961456	-38.216393	-5.785226
105.059021	-40.984703	-6.024216
105.872803	-42.368858	-5.97979
106.686615	-43.753006	-5.935364
107.500397	-45.137161	-5.890937
108.314178	-46.521317	-5.846511
