"Points:0","Points:1","Points:2"
33.0099983215,2.48296523094,0.179610460997
33.0099983215,2.44116520882,0.179725289345
33.0099983215,2.5271999836,0.17909245193
33.0099983215,2.50795054436,0.179494157434
33.0099983215,2.50012159348,0.179598689079
33.0099983215,2.38318777084,0.178820580244
33.0099983215,2.37754535675,0.178741902113
33.0099983215,1.57380414009,0.105045586824
33.0099983215,1.54551422596,0.101764917374
33.0099983215,1.2635999918,0.0662069544196
33.0099983215,2.00373387337,0.153703257442
33.0099983215,1.89159762859,0.142489016056
33.0099983215,2.23392748833,0.172334387898
33.0099983215,2.20939660072,0.170665755868
33.0099983215,2.30868983269,0.176197066903
33.0099983215,2.25435638428,0.173377141356
33.0099983215,2.36829805374,0.17846006155
33.0099983215,1.8915977478,0.0162449944764
33.0099983215,2.06294298172,0.0266845040023
33.0099983215,2.52680182457,0.0487849079072
33.0099983215,2.5271999836,0.0488021299243
33.0099983215,2.20939660072,0.0351717062294
33.0099983215,2.35814833641,0.0418493337929
33.0099983215,1.29784548283,-0.0274890996516
33.0099983215,1.5738042593,-0.00643196050078
33.0099983215,3.200268507,0.0697709172964
33.0099983215,3.20016503334,0.0699635818601
33.0099983215,3.20030498505,0.0697011873126
33.0099983215,3.20012140274,0.0700418427587
33.0099983215,3.20004630089,0.0701762214303
33.0099983215,3.19999957085,0.0702577233315
33.0099983215,3.19992351532,0.0703876614571
33.0099983215,3.19985795021,0.0704983770847
33.0099983215,3.19978094101,0.0706246718764
33.0099983215,3.19968557358,0.0707811489701
33.0099983215,3.19768333435,0.0734500065446
33.0099983215,3.19760155678,0.0735391080379
33.0099983215,3.19739317894,0.073772482574
33.0099983215,3.19731330872,0.0738584771752
33.0099983215,3.19714522362,0.0740335583687
33.0099983215,3.19697499275,0.0742088779807
33.0099983215,3.19680786133,0.0743786245584
33.0099983215,3.19675111771,0.0744353160262
33.0099983215,3.19658303261,0.0746000558138
33.0099983215,3.19638681412,0.074788056314
33.0099983215,3.19621706009,0.0749482512474
33.0099983215,3.19603586197,0.0751134231687
33.0099983215,3.19569730759,0.0754214078188
33.0099983215,3.19549465179,0.0755976438522
33.0099983215,3.19536590576,0.0757055208087
33.0099983215,3.19502472878,0.0759985372424
33.0099983215,3.19489502907,0.0761038511992
33.0099983215,3.19455337524,0.0763832479715
33.0099983215,3.19416308403,0.0766846239567
33.0099983215,3.1938188076,0.07695222646
33.0099983215,3.19362258911,0.0770961642265
33.0099983215,3.1932785511,0.0773531198502
33.0099983215,3.19294977188,0.0775841996074
33.0099983215,3.19260501862,0.0778317973018
33.0099983215,3.19234061241,0.0780103802681
33.0099983215,3.19165015221,0.0784820392728
33.0099983215,3.19111895561,0.0788266062737
33.0099983215,3.13101935387,0.104860261083
33.0099983215,3.12575364113,0.106523387134
33.0099983215,3.14143633842,0.101360723376
33.0099983215,3.13632702827,0.10306365788
33.0099983215,3.14661073685,0.0995281115174
33.0099983215,3.14411091805,0.100401267409
33.0099983215,3.15176129341,0.0976299792528
33.0099983215,3.14930009842,0.0985214188695
33.0099983215,3.15688800812,0.0956571027637
33.0099983215,3.15446519852,0.09657125175
33.0099983215,3.16199278831,0.0936087593436
33.0099983215,3.16088891029,0.0940624475479
33.0099983215,3.16959547997,0.0903038159013
33.0099983215,3.16764640808,0.0911773145199
33.0099983215,3.17211723328,0.08914026618
33.0099983215,3.17096877098,0.0896632522345
33.0099983215,3.17463040352,0.0879388526082
33.0099983215,3.17384362221,0.0883136540651
33.0099983215,3.1734919548,0.0884776934981
33.0099983215,3.17713665962,0.0866974666715
33.0099983215,3.17600822449,0.0872531980276
33.0099983215,3.18212580681,0.0840892717242
33.0099983215,3.18101811409,0.0846798345447
33.0099983215,3.1799018383,0.0852520018816
33.0099983215,3.1846113205,0.0827177986503
33.0099983215,3.18460798264,0.0827197507024
33.0099983215,3.1835103035,0.0833277031779
33.0099983215,3.1859972477,0.0819248482585
33.0099983215,3.18954467773,0.0798237994313
33.0099983215,3.18954467773,0.0798238366842
33.0099983215,3.18846797943,0.0804682597518
33.0099983215,3.19077205658,0.0790529921651
33.0099983215,3.19023776054,0.0793857648969
33.0099983215,3.19199609756,0.0782497227192
33.0099983215,3.16706848145,0.0914388373494
33.0099983215,3.16311407089,0.0931228846312
33.0099983215,3.19805240631,0.0730236843228
33.0099983215,3.19797110558,0.0731196403503
33.0099983215,3.19862103462,0.0723158121109
33.0099983215,3.19854092598,0.0724197998643
33.0099983215,3.19833731651,0.0726766362786
33.0099983215,3.19825696945,0.0727765187621
33.0099983215,3.19776439667,0.0733576789498
33.0099983215,3.1991789341,0.0715493783355
33.0099983215,3.19910025597,0.0716624781489
33.0099983215,3.1994535923,0.0711425617337
33.0099983215,3.19937634468,0.0712606087327
33.0099983215,3.20055007935,0.069175593555
33.0099983215,3.20046448708,0.0693680420518
33.0099983215,3.20043063164,0.0694460943341
33.0099983215,3.20034122467,0.069627776742
33.0099983215,3.20077061653,0.0685715898871
33.0099983215,3.20069527626,0.0687945485115
33.0099983215,3.20088934898,0.0680964440107
33.0099983215,3.20086765289,0.0682155862451
33.0099983215,3.2007958889,0.0684774443507
33.0099983215,3.20066452026,0.0688853338361
33.0099983215,3.20058274269,0.0690916702151
33.0099983215,3.19890093803,0.0719403252006
33.0099983215,3.19882154465,0.0720487236977
33.0099983215,3.20094537735,0.0677169784904
33.0099983215,3.20093750954,0.0678324922919
33.0099983215,3.20096635818,0.067431949079
33.0099983215,3.19909882545,0.0636363998055
33.0099983215,3.1991519928,0.063690431416
33.0099983215,3.19840574265,0.0630125850439
33.0099983215,3.19844818115,0.0630471259356
33.0099983215,3.19810223579,0.0627802088857
33.0099983215,3.19814515114,0.062812037766
33.0099983215,3.1982550621,0.0628940835595
33.0099983215,3.19829773903,0.0629271715879
33.0099983215,3.19880223274,0.0633511990309
33.0099983215,3.19885492325,0.0634004175663
33.0099983215,3.19865250587,0.0632182955742
33.0099983215,3.19870686531,0.0632652640343
33.0099983215,3.19895029068,0.063490383327
33.0099983215,3.19900369644,0.0635419487953
33.0099983215,3.19967889786,0.0642971098423
33.0099983215,3.19973015785,0.0643627718091
33.0099983215,3.19939088821,0.0639504864812
33.0099983215,3.19944238663,0.0640101209283
33.0099983215,3.1992456913,0.0637895688415
33.0099983215,3.19929718971,0.0638463199139
