"vtkOriginalPointIds","Points:0","Points:1","Points:2"
0,31.159049987793,2.5271999835968,0.0411625392735
1,31.159013748169,2.5271999835968,0.041093349456787
3,31.158985137939,2.5271999835968,0.041029270738363
10,31.159912109375,2.5271999835968,0.042259704321623
11,31.159893035889,2.5271999835968,0.042242974042892
13,31.159767150879,2.5271999835968,0.042113680392504
14,31.159639358521,2.5271999835968,0.041976567357779
15,31.159526824951,2.5271999835968,0.04185039177537
17,31.161186218262,2.5271999835968,0.043302185833454
18,31.161138534546,2.5271999835968,0.043269652873278
20,31.160810470581,2.5271999835968,0.043025583028793
21,31.160709381104,2.5271999835968,0.04294703155756
22,31.160516738892,2.5271999835968,0.042794447392225
24,31.160278320312,2.5271999835968,0.042595274746418
26,31.161674499512,2.5271999835968,0.04364326223731
27,31.163515090942,2.5271999835968,0.044810261577368
30,31.16339302063,2.5271999835968,0.044737137854099
32,31.162933349609,2.5271999835968,0.044456724077463
33,31.162405014038,2.5271999835968,0.04412367939949
34,31.164319992065,2.5271999835968,0.045281875878572
36,31.169116973877,2.5271999835968,0.04771588742733
39,31.168027877808,2.5271999835968,0.047214008867741
42,31.168138504028,2.5271999835968,0.04726642370224
43,31.166481018066,2.5271999835968,0.046452600508928
45,31.171094894409,2.5271999835968,0.048564482480288
46,31.170101165771,2.5271999835968,0.048148069530725
48,31.171733856201,2.5271999835968,0.048824239522219
49,31.169744491577,2.5271999835968,0.047993645071983
56,31.180229187012,2.5271999835968,0.051773585379124
59,31.176561355591,2.5271999835968,0.050594110041857
62,31.175115585327,2.5271999835968,0.050094194710255
65,31.1735496521,2.5271999835968,0.049525525420904
71,31.17919921875,2.5271999835968,0.051454495638609
74,31.178174972534,2.5271999835968,0.051127698272467
77,31.18487739563,2.5271999835968,0.053123377263546
80,31.183324813843,2.5271999835968,0.052687015384436
82,31.187475204468,2.5271999835968,0.05382401868701
84,31.214679718018,2.5271999835968,0.060226734727621
88,31.214706420898,2.5271999835968,0.060232575982809
89,31.206304550171,2.5271999835968,0.058358311653137
92,31.197917938232,2.5271999835968,0.056415498256683
93,31.197917938232,2.5271999835968,0.056415379047394
95,31.193733215332,2.5271999835968,0.055408883839846
97,31.223121643066,2.5271999835968,0.062045004218817
99,31.256910324097,2.5271999835968,0.06868826597929
103,31.248445510864,2.5271999835968,0.067115858197212
105,31.239992141724,2.5271999835968,0.065485753118992
107,31.231550216675,2.5271999835968,0.063795879483223
110,31.254301071167,2.5271999835968,0.068210162222385
113,31.273864746094,2.5271999835968,0.07167549431324
117,31.265382766724,2.5271999835968,0.070206537842751
120,31.282354354858,2.5271999835968,0.073100805282593
124,31.393100738525,2.5271999835968,0.08915813267231
