"vtkOriginalPointIds","Points:0","Points:1","Points:2"
584,26.443067550659,1.2635999917984,-0.0071220165118575
585,26.443075180054,1.2635999917984,-0.0070916931144893
586,26.443040847778,1.2635999917984,-0.007281222846359
587,26.44305229187,1.2635999917984,-0.0072029470466077
588,26.443031311035,1.2635999917984,-0.0073577961884439
589,26.443025588989,1.2635999917984,-0.0074335783720016
590,26.443021774292,1.2635999917984,-0.0075089689344168
591,26.443019866943,1.2635999917984,-0.0075801904313266
592,26.44322013855,1.2635999917984,-0.0066221002489328
593,26.443128585815,1.2635999917984,-0.0068816654384136
594,26.443157196045,1.2635999917984,-0.0067906687036157
595,26.443084716797,1.2635999917984,-0.0070462077856064
596,26.443103790283,1.2635999917984,-0.0069667915813625
597,26.44319152832,1.2635999917984,-0.0066937240771949
598,26.443334579468,1.2635999917984,-0.0063602263107896
599,26.44340133667,1.2635999917984,-0.0062318411655724
600,26.443231582642,1.2635999917984,-0.0065902359783649
601,26.443281173706,1.2635999917984,-0.0064792176708579
602,26.443563461304,1.2635999917984,-0.0059430347755551
603,26.443664550781,1.2635999917984,-0.005780000705272
604,26.443475723267,1.2635999917984,-0.0060933050699532
605,26.443782806396,1.2635999917984,-0.0056026969105005
606,26.443920135498,1.2635999917984,-0.0054105706512928
607,26.444080352783,1.2635999917984,-0.0052032289095223
608,26.444261550903,1.2635999917984,-0.0049804346635938
609,26.444469451904,1.2635999917984,-0.0047429446130991
610,26.444700241089,1.2635999917984,-0.0044916342012584
611,26.444961547852,1.2635999917984,-0.0042269043624401
612,26.44525718689,1.2635999917984,-0.0039457068778574
613,26.445596694946,1.2635999917984,-0.0036420188844204
614,26.445991516113,1.2635999917984,-0.0033080358989537
615,26.446468353271,1.2635999917984,-0.002931249095127
616,26.447059631348,1.2635999917984,-0.0024915330577642
617,26.447822570801,1.2635999917984,-0.0019595890771598
618,26.448034286499,1.2635999917984,-0.0018170739058405
619,26.448852539062,1.2635999917984,-0.0012830225750804
620,26.450309753418,1.2635999917984,-0.00038658050470985
621,26.451389312744,1.2635999917984,0.0002423542609904
622,26.452112197876,1.2635999917984,0.00064869789639488
623,26.454183578491,1.2635999917984,0.0017539572436363
624,26.454862594604,1.2635999917984,0.0020993785001338
625,26.456476211548,1.2635999917984,0.0028877330478281
626,26.457525253296,1.2635999917984,0.0033779912628233
627,26.458423614502,1.2635999917984,0.0037838935386389
628,26.458982467651,1.2635999917984,0.0040307021699846
629,26.460229873657,1.2635999917984,0.00456618424505
630,26.46170425415,1.2635999917984,0.0051718642935157
631,26.463890075684,1.2635999917984,0.0060187024064362
632,26.464731216431,1.2635999917984,0.0063303122296929
633,26.467597961426,1.2635999917984,0.0073371981270611
634,26.468227386475,1.2635999917984,0.0075477012433112
635,26.471347808838,1.2635999917984,0.0085458243265748
636,26.473115921021,1.2635999917984,0.009082967415452
637,26.475120544434,1.2635999917984,0.0096715157851577
638,26.477016448975,1.2635999917984,0.010210629552603
639,26.480257034302,1.2635999917984,0.011103332042694
640,26.484622955322,1.2635999917984,0.01225889660418
641,26.484622955322,1.2635999917984,0.01225901581347
642,26.490188598633,1.2635999917984,0.013679517433047
643,26.492256164551,1.2635999917984,0.014194808900356
644,26.499910354614,1.2635999917984,0.016052322462201
645,26.499910354614,1.2635999917984,0.016052441671491
646,26.507581710815,1.2635999917984,0.017838904634118
647,26.516138076782,1.2635999917984,0.019750077277422
648,26.522966384888,1.2635999917984,0.021219732239842
649,26.53067779541,1.2635999917984,0.022827120497823
650,26.538398742676,1.2635999917984,0.024387452751398
651,26.546127319336,1.2635999917984,0.025904139503837
652,26.551441192627,1.2635999917984,0.026921818032861
653,26.553863525391,1.2635999917984,0.027379248291254
654,26.561609268188,1.2635999917984,0.028814045712352
655,26.569360733032,1.2635999917984,0.030209213495255
656,26.577119827271,1.2635999917984,0.031566020101309
657,26.584884643555,1.2635999917984,0.032885652035475
658,26.592655181885,1.2635999917984,0.034169588238001
659,26.600433349609,1.2635999917984,0.035419806838036
660,26.608215332031,1.2635999917984,0.036638416349888
661,26.608274459839,1.2635999917984,0.036647588014603
662,26.623790740967,1.2635999917984,0.03899085894227
663,26.639381408691,1.2635999917984,0.041246563196182
664,26.654983520508,1.2635999917984,0.043424438685179
665,26.685543060303,1.2635999917984,0.047517135739326
666,26.686212539673,1.2635999917984,0.04760454595089
667,26.717460632324,1.2635999917984,0.051611170172691
668,26.748727798462,1.2635999917984,0.055479012429714
669,26.780012130737,1.2635999917984,0.059217561036348
670,26.804515838623,1.2635999917984,0.062055237591267
671,26.811311721802,1.2635999917984,0.062828369438648
672,26.842622756958,1.2635999917984,0.066314727067947
673,26.873949050903,1.2635999917984,0.069681212306023
674,26.90528678894,1.2635999917984,0.072933852672577
675,26.936634063721,1.2635999917984,0.076078966259956
676,26.967992782593,1.2635999917984,0.079123735427856
677,26.999361038208,1.2635999917984,0.082075349986553
678,27.030736923218,1.2635999917984,0.084940880537033
679,27.062120437622,1.2635999917984,0.087727002799511
680,27.12490272522,1.2635999917984,0.093085937201977
681,27.093507766724,1.2635999917984,0.090440064668655
682,27.115633010864,1.2635999917984,0.092311389744282
683,27.187705993652,1.2635999917984,0.098194517195225
684,27.187707901001,1.2635999917984,0.098194599151611
685,27.25053024292,1.2635999917984,0.10308553278446
686,27.313365936279,1.2635999917984,0.1077830940485
687,27.439075469971,1.2635999917984,0.11666015535593
688,27.376214981079,1.2635999917984,0.11230424046516
689,27.564830780029,1.2635999917984,0.12490043789148
690,27.501947402954,1.2635999917984,0.12085776031017
691,27.690622329712,1.2635999917984,0.1325272321701
692,27.612501144409,1.2635999917984,0.12786260247231
693,27.627721786499,1.2635999917984,0.12878996133804
694,27.816452026367,1.2635999917984,0.13954855501652
695,27.753532409668,1.2635999917984,0.13611313700676
696,27.942312240601,1.2635999917984,0.14597187936306
697,27.879377365112,1.2635999917984,0.14283445477486
698,28.068201065063,1.2635999917984,0.15180553495884
699,28.005252838135,1.2635999917984,0.14896193146706
700,28.131155014038,1.2635999917984,0.1545038819313
701,28.194116592407,1.2635999917984,0.15705806016922
702,28.293601989746,1.2635999917984,0.16080205142498
703,28.320051193237,1.2635999917984,0.16173775494099
704,28.257080078125,1.2635999917984,0.15946899354458
705,28.383028030396,1.2635999917984,0.16386531293392
706,28.446008682251,1.2635999917984,0.16585265100002
707,28.508995056152,1.2635999917984,0.16770069301128
708,28.571981430054,1.2635999917984,0.16941034793854
709,28.63497543335,1.2635999917984,0.17098285257816
710,28.697969436646,1.2635999917984,0.1724189966917
711,28.760969161987,1.2635999917984,0.1737202256918
712,28.823970794678,1.2635999917984,0.17488785088062
713,28.886974334717,1.2635999917984,0.17592322826385
714,28.949977874756,1.2635999917984,0.17682820558548
715,29.012987136841,1.2635999917984,0.17760469019413
716,29.075994491577,1.2635999917984,0.1782548725605
717,28.979595184326,1.2635999917984,0.17720907926559
718,29.139005661011,1.2635999917984,0.17878134548664
719,29.202016830444,1.2635999917984,0.17918682098389
720,29.391050338745,1.2635999917984,0.17970784008503
721,29.454063415527,1.2635999917984,0.17966046929359
722,29.328039169312,1.2635999917984,0.17964689433575
723,29.265027999878,1.2635999917984,0.17947426438332
724,29.666387557983,1.2635999917984,0.17874495685101
725,29.706106185913,1.2635999917984,0.17845042049885
726,29.643096923828,1.2635999917984,0.17890007793903
727,29.580085754395,1.2635999917984,0.1792533993721
728,29.517074584961,1.2635999917984,0.17950792610645
729,29.832126617432,1.2635999917984,0.17727297544479
730,29.958141326904,1.2635999917984,0.1757388561964
731,30.084150314331,1.2635999917984,0.173863068223
732,30.210155487061,1.2635999917984,0.17165973782539
733,30.336154937744,1.2635999917984,0.16914202272892
734,30.462146759033,1.2635999917984,0.16632230579853
735,30.966045379639,1.2635999917984,0.15223912894726
736,30.840082168579,1.2635999917984,0.15616284310818
737,30.714111328125,1.2635999917984,0.15982310473919
738,30.588132858276,1.2635999917984,0.16321256756783
739,31.459348678589,1.2635999917984,0.13446061313152
743,31.217945098877,1.2635999917984,0.14362400770187
744,32.477058410645,1.2635999917984,0.090466037392616
746,33.484210968018,1.2635999917984,0.044620987027884
748,33.987789154053,1.2635999917984,0.021841125562787
750,34.491386413574,1.2635999917984,-0.0006187615217641
1439,34.173580169678,1.2635999917984,-0.0075620403513312
1440,33.98811340332,1.2635999917984,-0.011142967268825
1441,32.904838562012,1.2635999917984,-0.031311344355345
1442,32.478214263916,1.2635999917984,-0.038434326648712
1443,31.471544265747,1.2635999917984,-0.051986820995808
1444,30.968187332153,1.2635999917984,-0.057128746062517
1445,30.464818954468,1.2635999917984,-0.060860078781843
1447,30.989198684692,1.2635999917984,-0.056937616318464
1449,29.845710754395,1.2635999917984,-0.062032267451286
1450,29.709749221802,1.2635999917984,-0.061662428081036
1451,30.213130950928,1.2635999917984,-0.061892732977867
1452,29.961441040039,1.2635999917984,-0.062172874808311
1454,29.458061218262,1.2635999917984,-0.060519766062498
1455,28.95468711853,1.2635999917984,-0.05767910182476
1456,28.451309204102,1.2635999917984,-0.055436700582504
1457,27.986505508423,1.2635999917984,-0.053912855684757
1458,27.444549560547,1.2635999917984,-0.052083238959312
1459,27.318706512451,1.2635999917984,-0.051402948796749
1460,27.255784988403,1.2635999917984,-0.050969880074263
1461,27.192863464355,1.2635999917984,-0.050458163022995
1462,27.129945755005,1.2635999917984,-0.049856405705214
1463,27.004108428955,1.2635999917984,-0.048317052423954
1464,26.972650527954,1.2635999917984,-0.04784170538187
1465,27.042032241821,1.2635999917984,-0.04883623868227
1466,27.067026138306,1.2635999917984,-0.04915027320385
1467,26.941194534302,1.2635999917984,-0.047318994998932
1468,26.909736633301,1.2635999917984,-0.046741060912609
1469,26.846830368042,1.2635999917984,-0.045382440090179
1470,26.831104278564,1.2635999917984,-0.044992730021477
1471,26.86255645752,1.2635999917984,-0.045750707387924
1472,26.878284454346,1.2635999917984,-0.046098928898573
1473,26.815378189087,1.2635999917984,-0.044580154120922
1474,26.799654006958,1.2635999917984,-0.044143121689558
1475,26.783929824829,1.2635999917984,-0.043679811060429
1476,26.7682056427,1.2635999917984,-0.043188862502575
1477,26.752485275269,1.2635999917984,-0.042668223381042
1478,26.736763000488,1.2635999917984,-0.042116180062294
1479,26.721042633057,1.2635999917984,-0.041531067341566
1480,26.705326080322,1.2635999917984,-0.04091078042984
